copd_me_3_rrmse_3_11_7_13, mntl_bh_p_me_2_rate_3_11_7_13, asthma_me_3_rrmse_3_11_7_13, area_code, mntl_bh_m_me_2_rate_3_11_7_13, copd_me_1_no_3_11_7_13, hypertens_me_1_no_3_11_7_13, hypertens_me_3_rrmse_3_11_7_13, respirtry_me_1_no_3_11_7_13, mntl_bh_m_me_1_no_3_11_7_13, hg_choles_me_2_rate_3_11_7_13, asthma_me_2_rate_3_11_7_13, diabetes_me_2_rate_3_11_7_13, musculo_me_3_rrmse_3_11_7_13, mntl_bh_f_me_3_rrmse_3_11_7_13, area_name, arthritis_me_1_no_3_11_7_13, respirtry_me_2_rate_3_11_7_13, arthritis_me_2_rate_3_11_7_13, hypertens_me_2_rate_3_11_7_13, circ_me_2_rate_3_11_7_13, mntl_bh_f_me_1_no_3_11_7_13, diabetes_me_3_rrmse_3_11_7_13, hg_choles_me_1_no_3_11_7_13, circ_me_3_rrmse_3_11_7_13, respirtry_me_3_rrmse_3_11_7_13, mntl_bh_p_me_3_rrmse_3_11_7_13, diabetes_me_1_no_3_11_7_13, asthma_me_1_no_3_11_7_13, mntl_bh_p_me_1_no_3_11_7_13, mntl_bh_f_me_2_rate_3_11_7_13, circ_me_1_no_3_11_7_13, musculo_me_2_rate_3_11_7_13, musculo_me_1_no_3_11_7_13, arthritis_me_3_rrmse_3_11_7_13, mntl_bh_m_me_3_rrmse_3_11_7_13, copd_me_2_rate_3_11_7_13, hg_choles_me_3_rrmse_3_11_7_13
3.0,11.3314867049212,3.0,24210,10.2122019093431,2079.32919756548,13880.9682804757,3.0,32987.7384203574,5944.40812706464,33.2161975186825,9.80929310255753,4.25504822093358,3.0,3.0,"Manningham (C)",17666.2523304912,27.7393116834174,12.558651588387,9.67673065378722,16.0237517993599,7671.42690789014,3.0,31876.8758956827,3.0,3.0,3.0,4666.50451932193,11574.5035058161,13615.8350349548,12.4050749937342,21832.6358211036,24.2440594767861,31943.9106616438,3.0,3.0,1.56155300752523,3.0
3.0,12.3856429957268,3.0,22310,11.5646969519184,2181.9154141,13893.6876857,3.0,38123.0373893,7807.1381516,32.5424647091823,9.31406974215331,4.04698109985756,3.0,3.0,"Glen Eira (C)",17085.9870509,27.8079674206238,12.4890129513152,10.0727693463354,15.9348071023218,9215.6687516,3.0,34550.6763935,3.0,3.0,3.0,4205.7877249,12696.7640999,17022.8069032,13.186120559668,21519.1550379,25.8568947941512,35706.2231099,3.0,3.0,1.5960039721582,3.0
1.0,12.5495245545097,3.0,24250,11.8601505909505,177.270392677105,977.436083896143,3.0,2291.16155489415,458.472217910576,38.5318600978915,12.8148689875917,3.5904252875582,3.0,3.0,"Mansfield (S)",1393.90098422397,30.499165271257,15.0179258151489,10.411734806029,18.009528412989,496.640865486635,1.0,2387.81862196639,3.0,3.0,3.0,258.832408986369,963.510101520335,955.113083397211,13.3715918491525,1592.70280567899,29.0766487325795,2463.42674624998,3.0,3.0,2.03710394802641,3.0
3.0,12.1413207621492,3.0,24330,9.3211863495129,1182.9907832,5915.3132483,3.0,19178.2211217,3542.9038628,32.1452559592742,8.87921043707647,6.85494947698413,3.0,3.0,"Maribyrnong (C)",7622.8116766,25.2027521685779,12.488479074148,9.9192427365449,18.1832494816188,5612.947876,3.0,18460.6291663,3.0,3.0,3.0,3200.0576597,6681.2066245,9155.8517388,15.089548876166,11059.3928149,25.1221619826911,17350.8455561,3.0,3.0,1.79941918663808,3.0
3.0,12.1319162239516,3.0,24410,11.1485164988107,1984.90663972585,11286.7295554007,3.0,36647.5824717288,5880.51265277748,34.8115800613598,11.5144381320014,3.46940150018504,3.0,3.0,"Maroondah (C)",14652.7474971967,34.0098778446919,13.3665872775288,10.2460850271362,16.5192829616671,7210.02629842603,3.0,29105.5078412594,3.0,3.0,3.0,2925.54903755396,12371.8960138648,13090.5389512035,13.0404613396166,17687.0939569013,26.325827516083,28710.7561046694,3.0,3.0,1.8243644323984,3.0
3.0,14.9627766867082,3.0,24600,13.3407182946649,1277.68206367853,5830.51915424939,3.0,25124.8116995544,6215.80043240602,35.3101691097798,7.77844940983837,4.64770661682549,3.0,3.0,"Melbourne (C)",7354.03032870518,25.5240154277564,12.1776892729615,10.4243048267045,16.4088172497351,8415.15661223578,3.0,24173.6559959515,3.0,3.0,3.0,2061.79812244325,7540.76641871434,14630.9570446418,16.5859655627892,10090.7320804496,23.9632666380625,18982.1646166647,3.0,3.0,1.70470529569588,3.0
3.0,11.8277955345337,3.0,24650,8.19744200188422,1691.884213132,8019.95278776986,3.0,31227.0492388433,4563.06516549236,32.1956995059065,10.7886534616096,5.98121904987092,3.0,3.0,"Melton (S)",11452.3195496106,27.8603418508449,14.1525569193654,10.3913551763286,17.5345482493854,8402.637257709,3.0,25650.0603290364,3.0,3.0,3.0,3731.11601084813,12228.5421339909,12965.7024232014,15.4530753857325,13965.2950028021,27.2876938545313,25509.6440874402,3.0,3.0,1.85599412109285,3.0
3.0,14.6430730895979,3.0,24780,12.4215306081482,1186.1560976,5529.6274334,3.0,15849.9241931,3223.3281646,32.7445536825003,13.94336612881,4.24512421965231,3.0,3.0,"Mildura (RC)",9081.2695721,30.6030931413389,16.2935500152999,9.79621459622561,17.2855695160031,4341.6855366,3.0,12986.5479672,3.0,3.0,3.0,1828.1953253,7273.1126781,7565.0137012,16.8435109374201,9375.1116639,27.6579936599766,14795.5313258,3.0,3.0,2.1793892229028,3.0
3.0,13.0801459095451,3.0,24850,10.8748380162341,720.851286435523,3595.71009744203,3.0,10543.7381951678,1952.36136070261,33.3593089971848,12.9968998606188,4.14025546446474,3.0,3.0,"Mitchell (S)",5259.16253420141,30.037992365967,14.7737649316749,10.1336165934789,17.4298252293638,2649.19083051844,3.0,9040.15050354684,3.0,3.0,3.0,1142.49046629411,4576.19001679945,4601.55219122105,15.3959912022507,5991.24646969941,27.7012405340021,9731.93703644679,3.0,3.0,2.03859020094819,3.0
3.0,14.1248526869093,3.0,24900,11.9890433936811,746.9284688,3532.2207574,3.0,8520.3948166,1725.954186,33.8264515233216,13.2909865327098,4.17171028272468,3.0,3.0,"Moira (S)",5558.8012,30.0536992646346,15.4183678772252,9.50995394531587,17.3720362828136,2297.2679947,3.0,7739.5570081,3.0,3.0,3.0,1167.8987773,3788.3925202,4023.2221807,16.3506755257876,6062.8766349,27.6535314584058,8992.6657788,3.0,3.0,2.21809201771256,3.0
3.0,12.5471052474062,3.0,24970,11.6678397927712,2992.9861719,18783.195305,3.0,54735.9460597,10254.4747363,33.8206553661148,8.89983412408464,4.67583711542818,3.0,3.0,"Monash (C)",24063.8286043,30.7014867171583,12.7267519429007,9.78599628129146,15.6278480845028,12188.2393027,3.0,46438.0836204,3.0,3.0,3.0,6818.9565642,15773.1996969,22442.714039,13.473068894915,29021.0275362,24.4116163403177,45260.0424355,3.0,3.0,1.6074877880476,3.0
3.0,11.8956939583151,3.0,25060,9.96486644756371,2093.83749469185,11688.3364680256,3.0,32016.604764434,5490.52787359891,32.8663519350268,9.58274713585557,5.58887074793798,3.0,3.0,"Moonee Valley (C)",15644.3570044067,28.1759538121926,13.4490886175048,9.96803828864592,16.357226976725,8056.06253971976,3.0,29197.0322652939,3.0,3.0,3.0,5006.15426235463,10810.9239667351,13546.5904133187,13.729573383404,18667.5500988578,26.3982252553833,30691.5655726171,3.0,3.0,1.81966533982599,3.0
3.0,13.4766795847995,3.0,25150,11.3215904632654,593.923660292811,2924.03745388642,3.0,8709.82427116035,1682.57292532988,32.9346561446152,13.0714527791154,3.7137923970558,3.0,3.0,"Moorabool (S)",4224.05936150502,29.9668154265792,14.3026856008366,9.96622116719392,16.7681127229238,2255.5232595525,3.0,7484.08614841902,3.0,3.0,3.0,849.094776919132,3796.42024364665,3938.09618488239,15.6313729017036,4764.64470484681,28.0466033556784,8181.06501225512,3.0,3.0,2.03454235279786,3.0
3.0,12.1035101768137,3.0,25250,9.55702957169348,2748.22796836782,14519.4069220436,3.0,45050.7504789297,7177.09663817658,32.4246267741784,9.43024173156759,6.6788563182256,3.0,3.0,"Moreland (C)",21769.9725086439,28.9031871765479,15.0048323458519,9.94257892212223,17.2114088338184,11501.3915935392,3.0,38291.0090110249,3.0,3.0,3.0,7405.26877840164,14594.757576607,18678.4882317158,14.5654438144544,24903.6374727498,26.3947411627692,40119.4842339099,3.0,3.0,1.85151663828863,3.0
3.0,13.3720846027538,3.0,25340,12.1502823692962,3473.0390106,19030.4009789,3.0,45864.590463,8854.383911,35.6692467978862,12.1181815023258,3.49808502120205,3.0,3.0,"Mornington Peninsula (S)",27259.4059034,30.7899430161802,14.5123499371627,9.83432445323271,16.4839119168086,11216.7932304,3.0,43002.6366171,3.0,3.0,3.0,5117.1127277,18042.3910496,20071.1771414,14.5190249787892,30031.890215,27.9966169649738,47787.9912568,3.0,3.0,1.97839652011665,3.0
1.0,13.9771605129381,3.0,25430,12.6337066640864,443.784588583726,2343.64180091256,3.0,5445.15854688423,1129.89773888315,36.3292011493176,13.5193706742145,3.462334114984,3.0,3.0,"Mount Alexander (S)",3456.70828341164,30.7937855097804,14.7770067478359,9.80673019364375,17.5230038078617,1407.79304822583,1.0,5522.0013006574,3.0,3.0,3.0,628.160127557164,2370.5215246733,2537.69078710897,15.3439645045523,3924.17895638436,28.294321035791,5953.318206992,3.0,3.0,2.07133884511792,3.0
1.0,12.1798058945073,3.0,25490,11.34159161711,343.10528504515,1860.21834690158,3.0,5675.98023548025,951.577516407916,34.8476056358258,12.8298562844427,3.28329408781904,3.0,3.0,"Moyne (S)",2644.82673234622,35.1016951719053,14.6685474529974,10.2292267018591,16.5191773342084,1025.76735666886,1.0,4437.70400418779,3.0,3.0,3.0,458.165704067471,2088.9604649652,1977.34487307677,13.0877450257643,2868.61061006111,28.2257005411869,4813.91136310715,3.0,3.0,1.97139900023271,3.0
1.0,12.7227851706402,3.0,25620,10.8519813108983,301.806654648614,1570.98740696351,3.0,4059.11274695111,753.049444303298,33.5461160429821,12.4971469241178,3.76523065994098,3.0,3.0,"Murrindindi (S)",2269.73333825403,30.2704988750209,14.316952538773,9.81163192966947,17.0682842749216,979.282057585517,1.0,3708.21412951025,3.0,3.0,3.0,464.329092060286,1667.5136130511,1732.33150188881,14.7456842227779,2593.99365254321,27.7129828359459,4107.98114950517,3.0,3.0,2.01002563425934,3.0
3.0,11.1476323916094,3.0,25710,10.3478239636002,1024.23354400414,5863.26423896593,3.0,19621.1495987362,3402.48002880347,33.8593650933518,11.8342753260937,3.27982055444805,3.0,3.0,"Nillumbik (S)",7676.2377534167,30.702858770578,12.6446908422859,9.90189642961006,13.9801238746206,3843.51979826841,3.0,16913.9823689322,3.0,3.0,3.0,1537.26477141857,7537.04595954947,7245.99982707188,11.9320294165452,8119.4820349777,25.8445972976745,15991.1256667777,3.0,3.0,1.67801988005304,3.0
1.0,15.1644464051927,3.0,25810,12.6446243873684,296.618372014339,1491.62810944206,3.0,3632.41086013675,759.972025917499,34.5291863576036,13.9560777165491,3.8060315966729,3.0,3.0,"Northern Grampians (S)",2510.74642540301,30.8277390881178,16.9666238236248,9.82988908044522,17.7384439156711,1052.97908109567,1.0,3342.13689320169,3.0,3.0,3.0,436.181883397038,1640.98350264296,1812.95110701317,17.7801433748231,2537.80707107882,30.8267721412515,4160.8908477142,3.0,3.0,2.14716343470129,3.0
3.0,12.8245167170112,3.0,25900,11.3137156215002,1589.76083169116,7861.62452101299,3.0,28397.1471740913,5474.81716073426,32.1392760229611,9.23768916322719,4.3349670099286,3.0,3.0,"Port Phillip (C)",10363.9281349021,28.1666389560363,12.3595130065381,9.71057118712671,16.6395449041448,7454.39959431441,3.0,26210.6442331246,3.0,3.0,3.0,2799.48239259388,9031.36247482937,12929.2167550487,14.2818788560674,13687.175825485,24.4976487248273,23368.5607280181,3.0,3.0,1.80489079208009,3.0
1.0,14.9177066161285,3.0,25990,12.8639544662833,183.621561143063,943.541394457612,3.0,2079.82501647819,465.431526492307,33.2428791782415,11.8002741841524,3.80599433117,3.0,3.0,"Pyrenees (S)",1643.23462323678,30.4764041416793,17.3816991335639,9.77657089491853,17.5364993578753,580.403278188836,1.0,1990.63956107987,3.0,3.0,3.0,282.619559063226,798.984242272751,1045.83480468114,17.2886391121953,1573.82300409852,29.0440041268345,2426.21092590762,3.0,3.0,2.13607899962524,3.0
2.0,12.4921968889095,1.0,26080,11.4161071880236,66.6554881664031,376.904856557996,1.0,955.07571658097,175.793589125953,33.9458762461682,14.582845932213,3.2121772269161,1.0,1.0,"Queenscliffe (B)",523.635783549236,31.0041717215141,13.9198782659197,9.81985704799185,15.2518959442196,213.925514427415,2.0,854.88762461901,3.0,3.0,1.0,93.4882952595995,450.087547205746,389.719103553368,13.5258308669353,553.739755004415,28.5381744593222,988.190303348435,3.0,1.0,1.88061405535309,3.0
1.0,14.0226704835704,3.0,26170,11.7770622282039,633.261332540827,3520.2883217471,3.0,8213.91428030907,1658.42771381404,35.4155478010242,12.6521733705974,3.45437200553892,3.0,3.0,"South Gippsland (S)",5104.17163678464,29.6584291636848,14.675753134049,9.92024587719605,17.6143706687208,2276.16105379626,1.0,8080.41242597816,3.0,3.0,3.0,933.654910648357,3509.50766134415,3934.5887676103,16.3554570023698,5883.56377844994,28.2430062747014,8932.60112050307,3.0,3.0,1.94603091876965,3.0
1.0,13.2096306955661,3.0,26260,11.2937963415625,384.044126715892,1960.48605092178,3.0,5110.02806349369,939.397126264634,36.8611152921561,13.5975411448922,3.52708797795336,3.0,3.0,"Southern Grampians (S)",3046.44561108746,31.088681390351,15.067772454831,9.45716127484704,17.259967946489,1254.88175167947,1.0,4868.65005405884,3.0,3.0,3.0,548.161743338168,2245.82139935168,2194.2788779441,15.1167250145105,3382.09756050467,28.726835711871,5305.88550201449,3.0,3.0,2.02086279189958,3.0
3.0,13.0204293377717,3.0,26350,12.0702841473154,1643.5262651,9310.4753993,3.0,28669.4341247,5782.887952,33.7523329970046,8.81475277418459,4.00952256679513,3.0,3.0,"Stonnington (C)",11908.6977631,28.384211373333,12.3167077559513,9.65191994758984,15.6763189829682,7376.214908,3.0,26584.296455,3.0,3.0,3.0,2962.7133369,8783.927582,13159.10286,13.9363634650919,14926.8529314,24.8476069303301,24989.1358364,3.0,3.0,1.66923695693933,3.0
1.0,13.490880531428,3.0,26430,12.1935674258572,259.124005464131,1384.43284521571,3.0,2962.23704175515,609.369740267953,34.2455371810588,13.0057840204167,3.55887305269525,3.0,3.0,"Strathbogie (S)",2016.38387730054,30.5925332698953,14.5609870078898,9.691510880019,17.2569939593476,726.684727927566,1.0,2881.44900765158,3.0,3.0,3.0,384.240286671412,1253.1870755732,1336.05446819552,14.952184792613,2288.6919023223,28.0741863770485,3397.02687369975,3.0,3.0,2.06631842015398,3.0
3.0,12.2501505212935,3.0,26490,11.089599737805,505.51178106125,2799.19530597368,3.0,8109.8747987915,1527.70651370649,34.1256062981932,12.0145831762475,3.24773069594336,3.0,3.0,"Surf Coast (S)",3830.31899875451,30.3377636795973,13.7177856771502,10.0328704230817,15.2460571242377,1761.96377174708,3.0,7218.3467935813,3.0,3.0,3.0,704.529465620782,3216.87210530358,3289.67028545357,13.4110227595021,4107.7109733604,27.4036272538546,7501.47376607796,3.0,3.0,1.84167889455777,3.0
3.0,13.1617646933129,3.0,26610,11.7038983534202,464.90769300733,2209.16256479974,3.0,6113.61153768442,1242.8341843467,33.7438554550899,12.8655145791866,4.17714315568931,3.0,3.0,"Swan Hill (RC)",3390.06161096592,29.4934710900845,15.11452665253,9.72083783024967,16.7330703007424,1477.24896900502,3.0,5362.38074497013,3.0,3.0,3.0,720.538512216633,2690.95469809477,2720.08315335172,14.7390944068601,3653.86913942725,27.7999596911044,5972.15313032453,3.0,3.0,2.11270729705697,3.0
1.0,12.8074544102237,3.0,26670,12.1886251784971,162.263316098921,770.901178661104,3.0,2034.67002660268,373.980915046117,36.9489376082516,12.7184541704161,3.40022977441011,3.0,3.0,"Towong (S)",1153.19435421643,34.3893706935874,14.6514915936726,9.58400610596494,18.0776226368676,401.055084068735,1.0,1869.18664714297,3.0,3.0,3.0,208.122431977548,748.889630958517,775.035999114853,13.5472989188966,1360.05949226616,28.7122129961999,2021.94028036889,3.0,3.0,2.2453070023967,3.0
3.0,14.2915516250837,3.0,26700,11.8146263493897,658.291670581731,3254.58469964506,3.0,8615.3208698855,1611.64451870883,33.0261521839007,13.8621660342065,3.72105720776078,3.0,3.0,"Wangaratta (RC)",4798.24997973382,31.6077438956225,14.527814936948,9.63633822948237,17.333566797114,2324.10877804346,3.0,7294.81538308684,3.0,3.0,3.0,949.070818411878,3786.29948925649,3935.75329675229,16.7050918540631,5542.20736217999,28.3757108071357,8641.27345075897,3.0,3.0,2.11496195562594,3.0
1.0,14.2688805031666,3.0,26730,12.4222438824347,755.811833155643,3271.22758198868,3.0,11892.9206582374,1992.00958640158,37.1275680030644,15.1650908406447,3.77927886649331,3.0,3.0,"Warrnambool (C)",5093.94310593385,36.7320867041547,14.9281346555649,9.47279451768913,17.3035470167922,2626.99032864352,1.0,9143.02477116785,3.0,3.0,3.0,986.889553848907,4936.5764030927,4618.9999150451,16.0406777013744,5769.46107962465,27.9772944409812,9260.15962271574,3.0,3.0,2.24580772753752,3.0
3.0,14.2988643707251,3.0,26810,11.7123021145716,997.53526337033,4990.74196904515,3.0,12775.9765537529,2448.63140594543,32.5424754662593,13.5156884534267,3.91925010007934,3.0,3.0,"Wellington (S)",7800.28189842578,30.859926648734,16.3501877475485,10.3405908217329,17.6564465255536,3523.72348199394,3.0,10811.7724715022,3.0,3.0,3.0,1444.83774112499,5616.58955611392,5972.35488793937,16.9559460321132,8115.78535629492,28.8183369960728,12910.9514764109,3.0,3.0,2.18219269874151,3.0
2.0,13.7781055679369,3.0,26890,11.4991192231826,109.21610434476,558.313672276618,1.0,1272.07589364077,253.840763871337,36.2888194885119,12.676256954779,3.63903573252787,3.0,3.0,"West Wimmera (S)",935.739040053192,29.9276612252891,15.9930388812597,9.19217310353191,17.0767274324479,341.604608954993,1.0,1287.17196436052,3.0,3.0,3.0,163.813336246378,539.880786059006,595.445372826331,16.2835221638071,968.220789104505,30.3974763609452,1563.87723545641,3.0,1.0,2.04492011956588,3.0
3.0,12.7524577839575,3.0,26980,12.1666216447995,2806.25113315753,17044.713770629,3.0,50613.5975643236,9284.46586268056,33.4030669075966,9.77721054267691,3.91021519146145,3.0,3.0,"Whitehorse (C)",22395.401088475,32.1050802241742,13.2847109074967,9.933663033331,16.2474926206457,10880.4604099097,3.0,40748.8529390141,3.0,3.0,3.0,5061.32218202877,15355.349130152,20164.9262725903,13.2978483223689,26955.3554457628,25.7574139796863,42388.5060923589,3.0,3.0,1.69810252941812,3.0
3.0,11.2865279128674,3.0,27070,8.49201916934541,2490.3674744288,14338.5255721341,3.0,43061.5932383828,6825.57876062777,32.1658679818395,9.77550085388877,7.36539710248524,3.0,3.0,"Whittlesea (C)",20918.0333272899,26.470359771787,14.8848138551886,10.4205629684074,16.8971641797583,11342.8649286702,3.0,38886.4771540893,3.0,3.0,3.0,8001.50707462438,15962.4603374593,18168.443689298,14.0594814712612,23190.2391517077,26.997650878581,40444.8730692581,3.0,3.0,1.68506948282103,3.0
1.0,15.1822899159865,3.0,27170,11.99568124444,736.9731864,3529.9901004,3.0,12598.1323737,2106.2047929,32.7296616216855,15.2953971934256,4.67353826734099,3.0,3.0,"Wodonga (RC)",4835.549996,35.6182790190049,14.7034821768388,10.80048126867,17.9890088086965,3224.0695151,3.0,8541.8178084,3.0,3.0,3.0,1183.5556031,5459.8113915,5330.274308,18.3240799752824,5780.6496227,30.125257019809,10110.265118,3.0,3.0,2.17672612533632,3.0
3.0,11.4944127065757,3.0,27260,8.42240878815277,2393.82217058245,12307.6942919008,3.0,44661.5929636573,6936.45258154225,32.5947279633564,9.45233545918077,5.46558202577642,3.0,3.0,"Wyndham (C)",15363.8408026872,26.7707696850762,12.8440494356541,10.7945353516831,16.496583412616,11802.4357340657,3.0,38815.8361075297,3.0,3.0,3.0,5032.64446750754,15896.8282219487,18738.888315608,14.5595832741846,19462.5921319394,25.3473332468094,35288.4101499713,3.0,3.0,1.77378304404519,3.0
3.0,12.4771318830172,3.0,27350,9.89732454314889,1340.30582367063,6114.28450976836,3.0,23153.1718841905,3807.83812778422,32.199839734376,9.52441629875477,5.61252454908879,3.0,3.0,"Yarra (C)",8094.01751194216,28.3797976220132,12.3951072778994,9.71192266691279,17.0392376863165,6312.23361659083,3.0,20535.2431935051,3.0,3.0,3.0,2798.9487458066,7602.02725591424,10120.0717443751,14.8562104140867,10978.9239830578,25.9871206434826,19511.2543070902,3.0,3.0,1.90654636354257,3.0
3.0,12.3854678998823,3.0,27450,11.0121248919779,2855.29505676376,15105.5227070451,3.0,45751.9094519737,8390.76397191387,33.35847529376,11.829751332603,3.4829235841421,3.0,3.0,"Yarra Ranges (S)",20726.2229901761,30.2810690497568,13.6773487099736,10.0563482771463,16.1262088316031,10462.6834457368,3.0,39437.6549668448,3.0,3.0,3.0,4089.27799770731,17845.6479761611,18853.4474176507,13.7540028083327,23544.7499244356,27.2994952561224,41245.0143375393,3.0,3.0,1.89520572435415,3.0
1.0,13.7768432580381,3.0,27630,11.500254281059,182.095182750589,930.97323421872,3.0,2122.16428456111,423.490761218943,36.284328119839,12.6781046308853,3.63902585370689,3.0,3.0,"Yarriambiack (S)",1559.95005675783,29.9311511375646,15.992520169184,9.194843129591,17.0777762492491,569.666169225577,1.0,2146.71678329304,3.0,3.0,3.0,273.107259570021,900.670880456872,993.15693044452,16.2798570797822,1614.20452012495,30.3937396450898,2607.42719472712,3.0,3.0,2.04490534091578,3.0
2.0,12.7507708617009,1.0,29399,12.1834210687354,19.8697424019657,101.719797000493,1.0,245.220618421973,47.6350050577345,37.319033270508,12.3845089252748,3.45258303847625,1.0,1.0,"Unincorporated Vic",145.981945529591,32.674331183441,14.6395031075098,9.9856130744979,17.9142382550734,49.9806964135927,2.0,237.467977589253,1.0,1.0,1.0,26.7200421787104,93.0687920481125,97.6157014713272,13.5404476163102,170.768893162287,28.5482231647471,253.867692896885,1.0,2.0,2.17904073256106,1.0
